S,R,LB,radius,weight,Group,ReasonId,Timestamp,ProjectId
L11018223,L11002397,L11034982,2,100,1,11,2019-07-24 12:38:24.270,0
L11018223,L11000277,L11034982,2,20,1,5,2019-07-24 12:40:30.260,0
L11018223,L11018687,L11034982,2,20,1,8,2019-07-24 12:42:44.743,0
L11018223,L11000236,L11034982,2,20,1,8,2019-07-24 12:44:05.730,0
L11018223,L70000291,L11034982,2,20,1,7,2019-07-24 12:49:34.267,0
L11018223,L11018986,L11034982,2,20,1,7,2019-07-24 12:50:24.270,0
L11018223,L11023389,L11034982,2,20,1,7,2019-07-24 12:51:36.263,0
L11018223,L11024263,L11034982,2,500,1,11,2019-07-24 12:54:05.710,0
L11018223,L11020432,L11034982,2,10,1,3,2019-07-25 15:45:19.293,0
L11018223,L11021352,L11034982,2,20,1,1,2019-07-25 15:49:27.820,0
L11018223,L11003280,L11034982,2,50,1,8,2019-07-25 16:49:46.803,0
L11018223,L60000512,L11034982,2,30,1,1,2019-07-25 16:54:14.790,0
L11018223,L11000957,L11034982,2,30,1,8,2019-07-25 16:55:49.260,0
L11024309,L11024769,L11034982,2,200,1,1,2019-07-24 00:14:58.823,0
L11024309,L11024263,L11034982,2,300,1,10,2019-07-24 12:53:55.750,0
L11024309,L11021352,L11034982,2,300,1,9,2019-07-18 09:26:28.287,0
L11024309,L11018669,L11034982,2,200,1,6,2019-07-24 00:07:29.370,0
L11024309,L11011227,L11034982,2,200,1,9,2019-07-24 00:11:08.847,0
L11024309,L11019713,L11034982,2,150,1,1,2019-07-18 09:27:53.210,0
L11024309,L11023447,L11034982,2,200,1,7,2019-07-24 00:20:26.850,0
L11024309,L11004826,L11034982,2,200,1,1,2019-07-24 00:23:50.813,0
L11024309,L11025430,L11034982,2,100,1,10,2019-07-20 10:18:38.060,0
L11024309,L11007813,L11034982,2,100,1,10,2019-07-20 10:16:57.057,0
L11024309,L11020866,L11034982,2,200,1,1,2019-07-24 00:08:55.380,0
L11024309,L11023388,L11034982,3,200,1,7,2019-07-24 00:17:21.823,0
L11018444,L11027745,L11034982,2,100,1,2,2019-07-19 08:11:30.220,0
L11018444,L11023389,L11034982,2,80,1,1,2019-07-18 09:07:13.243,0
L11018444,L11021352,L11034982,2,100,1,10,2019-07-18 09:20:34.310,0
L11018444,L11019122,L11034982,2,100,1,1,2019-07-18 08:58:37.213,0
L11018444,L11018790,L11034982,2,100,1,5,2019-07-19 08:05:06.067,0
L11018444,L11017305,L11034982,2,100,1,1,2019-07-18 09:00:51.287,0
L11004275,L11027745,L11034982,2,1000,1,10,2019-07-30 09:19:22.517,0
L11004275,L11002545,L11034982,2,100,1,3,2019-07-20 16:30:03.270,0
L11004275,L11024037,L11034982,2,200,1,6,2019-07-17 09:45:23.163,0
L11004275,L11034833,L11034982,2,100,1,10,2019-07-20 16:33:12.263,0
L11027745,L11018444,L11034982,2,50,1,1,2019-07-11 15:56:36.193,0
L11027745,L11004275,L11034982,2,50,1,1,2019-07-11 16:00:40.100,0
L11027745,L11000277,L11034982,2,50,1,1,2019-07-11 13:55:58.277,0
L11027745,L11018687,L11034982,2,50,1,1,2019-07-11 13:54:29.177,0
L11027745,L11000236,L11034982,2,50,1,1,2019-07-11 13:56:38.310,0
L11027745,L70000291,L11034982,2,50,1,1,2019-07-11 10:08:34.330,0
L11027745,L11004291,L11034982,2,50,1,1,2019-07-11 15:55:34.110,0
L11027745,L11020161,L11034982,2,100,1,1,2019-07-11 08:15:05.450,0
L11027745,L11012753,L11034982,2,58,1,1,2019-07-11 14:40:08.157,0
L11027745,L11004785,L11034982,2,50,1,3,2019-07-11 16:01:46.107,0
L11027745,L11019751,L11034982,2,50,1,5,2019-07-11 09:13:06.367,0
L11027745,L11032916,L11034982,2,50,1,1,2019-07-11 10:06:57.350,0
L11027745,L11030180,L11034982,2,50,1,1,2019-07-11 10:09:24.393,0
L11027745,L11028695,L11034982,2,50,1,1,2019-07-11 10:10:35.380,0
L11027745,L11031747,L11034982,2,50,1,1,2019-07-11 10:11:30.427,0
L11027745,L11004374,L11034982,2,50,1,1,2019-07-11 13:53:38.183,0
L11027745,L70024662,L11034982,2,50,1,5,2019-07-11 14:05:05.270,0
L11027745,L11002545,L11034982,2,150,1,10,2019-07-12 08:59:50.597,0
L11027745,L11003880,L11034982,2,50,1,1,2019-07-17 08:25:52.270,0
L11027745,L11018669,L11034982,2,100,1,4,2019-07-24 07:59:18.897,0
L11027745,L11011227,L11034982,2,100,1,3,2019-07-24 18:52:26.563,0
L11027745,L11022946,L11034982,2,100,1,7,2019-07-26 18:16:39.030,0
L11027745,L11013875,L11034982,3,20,1,4,2019-07-10 17:26:59.023,0
L11027745,L11015290,L11034982,3,50,1,4,2019-07-11 08:06:12.420,0
L11027745,L11002513,L11034982,3,50,1,4,2019-07-11 08:11:16.493,0
L11027745,L11000072,L11034982,3,50,1,1,2019-07-11 13:55:15.210,0
L11027745,L11003481,L11034982,3,50,1,1,2019-07-11 13:58:50.250,0
L11027745,L11013764,L11034982,3,50,1,2,2019-07-11 15:54:36.110,0
L11027745,L11012993,L11034982,3,50,1,6,2019-07-11 16:03:19.200,0
L11027745,L11021927,L11034982,3,100,1,7,2019-07-18 09:48:46.260,0
L11027745,L11028774,L11034982,3,100,1,4,2019-07-24 14:24:28.197,0
L11027745,L11014595,L11034982,3,100,1,1,2019-07-26 18:11:10.497,0
L11027745,L11017202,L11034982,3,100,1,4,2019-07-26 18:14:18.470,0
L11027745,L11020790,L11034982,3,100,1,3,2019-07-26 18:18:24.067,0
L11027745,L11003110,L11034982,3,100,1,4,2019-07-30 07:28:39.380,0
L11015624,L70000291,L11034982,2,50,1,6,2019-07-18 11:25:31.227,0
L11015624,L11020432,L11034982,2,200,1,1,2019-07-18 10:40:24.163,0
L11015624,L11004374,L11034982,2,100,1,12,2019-07-18 14:09:39.033,0
L11015624,L11000707,L11034982,2,20,1,12,2019-07-25 16:21:00.273,0
L11015624,L11004106,L11034982,2,20,1,12,2019-07-25 16:24:19.810,0
L11015624,L11002361,L11034982,2,20,1,12,2019-07-25 16:23:44.830,0
L11015624,L11034833,L11034982,2,20,1,12,2019-07-25 16:26:31.270,0
L11015624,L11005005,L11034982,2,200,1,1,2019-07-18 10:42:25.193,0
L11015624,L11004826,L11034982,2,200,1,7,2019-07-18 11:19:44.210,0
L11015624,L11006149,L11034982,3,20,1,12,2019-07-25 16:27:46.270,0
L11015624,L11003235,L11034982,3,100,1,12,2019-07-24 07:37:57.907,0
L11015624,L11002830,L11034982,3,200,1,6,2019-07-18 11:21:33.210,0
L11001507,L11018986,L11034982,2,100,1,9,2019-07-18 12:13:07.100,0
L11001507,L11023389,L11034982,2,100,1,7,2019-07-18 12:10:26.127,0
L11001507,L11020432,L11034982,2,100,1,8,2019-07-19 12:38:37.090,0
L11001507,L11022946,L11034982,2,50,1,8,2019-07-26 08:29:46.200,0
L11001507,L11023447,L11034982,2,50,1,7,2019-07-26 08:30:42.200,0
L11001507,L11019122,L11034982,2,100,1,7,2019-07-18 12:14:37.110,0
L11001507,L11018979,L11034982,2,50,1,1,2019-07-26 11:58:57.507,0
L11001507,L11025430,L11034982,2,100,1,3,2019-07-19 12:47:00.943,0
L11001507,L11018663,L11034982,2,100,1,7,2019-07-19 12:40:53.947,0
L11001507,L11020866,L11034982,2,100,1,8,2019-07-19 12:45:00.920,0
L11000277,L11002397,L11034982,2,200,1,11,2019-07-21 18:50:47.053,0
L11000277,L11000957,L11034982,2,100,1,1,2019-07-21 18:52:17.053,0
L11000277,L11019751,L11034982,2,100,1,1,2019-07-21 18:47:06.053,0
L11000277,L11003880,L11034982,2,100,1,8,2019-07-18 13:39:42.057,0
L11000277,L11000707,L11034982,2,100,1,3,2019-07-21 18:48:49.050,0
L11000277,L11002383,L11034982,2,100,1,1,2019-07-18 09:52:30.257,0
L11000277,L11001512,L11034982,2,200,1,1,2019-07-17 09:41:22.163,0
L11000277,L11015142,L11034982,2,150,1,7,2019-07-11 20:12:32.933,0
L11000277,L70002052,L11034982,2,200,1,1,2019-07-11 20:06:39.940,0
L11000277,L11006195,L11034982,2,100,1,1,2019-07-21 18:42:36.633,0
L11000277,L11001844,L11034982,3,100,1,1,2019-07-21 18:44:01.653,0
L11018687,L11002397,L11034982,2,200,1,1,2019-07-17 09:37:03.243,0
L11018687,L11020161,L11034982,2,100,1,1,2019-07-17 09:33:17.227,0
L11018687,L11019751,L11034982,2,100,1,5,2019-07-11 14:43:43.240,0
L11018687,L11018321,L11034982,2,100,1,1,2019-07-11 14:30:21.150,0
L11018687,L11013353,L11034982,2,100,1,3,2019-07-11 14:36:40.227,0
L11018687,L11015142,L11034982,2,100,1,8,2019-07-11 14:49:50.250,0
L11018687,L11006187,L11034982,3,100,1,5,2019-07-17 09:38:57.160,0
L11018687,L11025053,L11034982,3,100,1,1,2019-07-11 14:38:37.153,0
L11018687,L11013010,L11034982,3,100,1,3,2019-07-17 09:34:47.240,0
L11018687,L11000003,L11034982,3,200,1,1,2019-07-17 09:40:30.150,0
L11018687,L11030824,L11034982,3,100,1,4,2019-07-17 09:53:29.150,0
L11000236,L11004275,L11034982,2,100,1,11,2019-07-12 21:36:47.627,0
L11000236,L11027745,L11034982,2,100,1,2,2019-07-11 14:33:36.180,0
L11000236,L11002397,L11034982,2,100,1,11,2019-07-12 21:13:32.643,0
L11000236,L11000277,L11034982,2,100,1,1,2019-07-11 14:36:55.160,0
L11000236,L11000957,L11034982,2,100,1,2,2019-07-12 21:10:50.660,0
L11000236,L11004291,L11034982,2,100,1,1,2019-07-12 21:04:23.663,0
L11000236,L11019751,L11034982,2,100,1,5,2019-07-11 14:20:32.157,0
L11000236,L11004374,L11034982,2,100,1,11,2019-07-12 21:24:38.647,0
L11000236,L11003880,L11034982,2,100,1,1,2019-07-11 14:42:09.237,0
L11000236,L11015142,L11034982,2,100,1,3,2019-07-12 21:39:49.710,0
L11000236,L11006195,L11034982,2,100,1,3,2019-07-12 21:29:33.613,0
L11000236,L11015548,L11034982,3,100,1,2,2019-07-12 21:08:09.800,0
L11000236,L11001844,L11034982,3,100,1,1,2019-07-12 21:17:03.710,0
L11000236,L11000996,L11034982,3,100,1,3,2019-07-12 21:20:29.670,0
L11000236,L11006736,L11034982,3,100,1,2,2019-07-12 21:50:39.690,0
L70000291,L11023277,L11034982,2,100,1,8,2019-07-12 21:05:41.637,0
L70000291,L11020161,L11034982,2,100,1,1,2019-07-12 21:08:20.727,0
L70000291,L70018928,L11034982,3,200,1,1,2019-07-09 16:11:39.707,0
L11018986,L11018444,L11034982,2,20,1,7,2019-07-18 09:23:33.207,0
L11018986,L11001507,L11034982,2,50,1,1,2019-07-18 09:18:08.220,0
L11018986,L11021352,L11034982,2,20,1,8,2019-07-18 09:21:28.293,0
L11018986,L11019122,L11034982,2,50,1,7,2019-07-18 08:52:42.220,0
L11018986,L11004912,L11034982,2,20,1,7,2019-07-18 09:15:57.230,0
L11018986,L11025430,L11034982,2,30,1,8,2019-07-18 09:25:28.333,0
L11018986,L11020431,L11034982,2,20,1,7,2019-07-18 10:17:36.253,0
L11018986,L11020866,L11034982,2,100,1,10,2019-07-19 12:45:21.927,0
L11023389,L11018444,L11034982,2,500,1,11,2019-07-18 12:08:56.113,0
L11023389,L11005837,L11034982,2,100,1,1,2019-07-19 10:21:42.157,0
L11023389,L11019122,L11034982,2,100,1,1,2019-07-26 07:44:40.683,0
L11023389,L11025430,L11034982,2,100,1,1,2019-07-18 12:01:49.190,0
L11023389,L11018663,L11034982,2,100,1,1,2019-07-18 12:10:36.130,0
L11023389,L11020431,L11034982,2,100,1,1,2019-07-22 20:50:41.607,0
L11023389,L11007813,L11034982,2,100,1,1,2019-07-19 12:45:50.920,0
L11023389,L11020866,L11034982,2,100,1,1,2019-07-19 12:46:55.917,0
L11023389,L11017305,L11034982,2,100,1,1,2019-07-26 07:43:27.683,0
L11023389,L11006151,L11034982,3,100,1,1,2019-07-26 07:40:32.677,0
L11023389,L11006246,L11034982,3,100,1,8,2019-07-19 12:52:31.063,0
L11023389,L11006044,L11034982,3,100,1,8,2019-07-19 12:50:30.073,0
L11023389,L11006141,L11034982,3,100,1,1,2019-07-26 07:39:54.687,0
L11023389,L11005621,L11034982,3,100,1,1,2019-07-18 12:03:32.190,0
L11023389,L11010831,L11034982,3,100,1,1,2019-07-19 12:48:28.923,0
L11020432,L11018444,L11034982,2,20,1,1,2019-07-24 12:15:31.293,0
L11020432,L11015624,L11034982,2,100,1,3,2019-07-19 19:00:45.800,0
L11020432,L11001507,L11034982,2,50,1,1,2019-07-19 18:52:19.660,0
L11020432,L11021352,L11034982,2,200,1,3,2019-07-24 12:11:44.330,0
L11020432,L11020161,L11034982,2,20,1,3,2019-07-24 12:13:26.307,0
L11020432,L11018321,L11034982,2,5,1,3,2019-07-24 12:19:46.760,0
L11020432,L11023447,L11034982,2,20,1,11,2019-07-24 12:33:33.310,0
L11020432,L11004826,L11034982,2,100,1,1,2019-07-20 08:40:55.133,0
L11020432,L11000072,L11034982,3,20,1,12,2019-07-19 19:03:50.800,0
L11020432,L11003860,L11034982,3,20,1,12,2019-07-19 19:07:45.813,0
L11021352,L11018444,L11034982,2,50,1,5,2019-07-18 09:16:40.223,0
L11000957,L11000996,L11034982,3,100,1,1,2019-07-24 16:09:08.593,0
L11000957,L11000861,L11034982,3,100,1,2,2019-07-24 16:04:34.600,0
L11000957,L11000243,L11034982,3,500,1,3,2019-07-24 16:01:40.137,0
L11014955,L11012753,L11034982,2,100,1,1,2019-07-12 07:22:10.600,0
L11010067,L11025302,L11034982,3,100,1,3,2019-07-23 11:40:30.473,0
L11010067,L11010809,L11034982,3,100,1,7,2019-07-23 11:34:34.007,0
L11010067,L11004402,L11034982,3,100,1,7,2019-07-23 11:37:30.010,0
L11010067,L11027074,L11034982,3,100,1,9,2019-07-23 11:44:27.443,0
L11020161,L11027745,L11034982,2,100,1,2,2019-07-19 18:21:28.683,0
L11020161,L11022946,L11034982,2,100,1,6,2019-07-17 20:01:01.860,0
L11020161,L11029587,L11034982,3,100,1,3,2019-07-17 19:58:03.753,0
L11020161,L11006045,L11034982,3,100,1,1,2019-07-19 18:19:24.870,0
L11012753,L11027745,L11034982,2,100,1,1,2019-07-11 15:21:27.120,0
L11012753,L11014955,L11034982,2,100,1,1,2019-07-11 15:11:31.153,0
L11012753,L41004275,L11034982,2,500,1,1,2019-07-11 15:17:05.250,0
L11012753,L11003481,L11034982,3,100,1,1,2019-07-11 15:14:45.123,0
L11018667,L11024769,L11034982,2,30,1,8,2019-07-14 12:56:25.203,0
L11018667,L11024309,L11034982,2,30,1,8,2019-07-14 12:12:03.213,0
L11018667,L11018444,L11034982,2,30,1,7,2019-07-14 12:25:08.127,0
L11018667,L11004275,L11034982,2,50,1,9,2019-07-14 11:05:26.177,0
L11018667,L11002583,L11034982,2,20,1,8,2019-07-14 14:04:06.070,0
L11018667,L11027745,L11034982,2,40,1,3,2019-07-14 11:34:42.193,0
L11018667,L11015624,L11034982,2,30,1,8,2019-07-14 12:26:50.110,0
L11018667,L11003097,L11034982,2,30,1,1,2019-07-14 12:36:10.190,0
L11018667,L11001507,L11034982,2,30,1,8,2019-07-14 12:40:47.120,0
L11018667,L11000277,L11034982,2,40,1,5,2019-07-14 09:51:28.297,0
L11018667,L11018687,L11034982,2,40,1,1,2019-07-14 09:45:46.220,0
L11018667,L11000236,L11034982,2,50,1,8,2019-07-14 11:07:29.190,0
L11018667,L70000291,L11034982,2,30,1,8,2019-07-14 12:08:38.223,0
L11018667,L11018986,L11034982,2,30,1,7,2019-07-14 12:54:22.177,0
L11018667,L11023389,L11034982,2,30,1,8,2019-07-14 12:45:17.110,0
L11018667,L11024263,L11034982,2,30,1,9,2019-07-14 10:09:39.303,0
L11018667,L11020432,L11034982,2,30,1,1,2019-07-14 12:49:26.110,0
L11018667,L11021352,L11034982,2,40,1,8,2019-07-14 11:18:05.173,0
L11018667,L11004291,L11034982,2,30,1,7,2019-07-14 11:50:03.277,0
L11018667,L11020161,L11034982,2,30,1,8,2019-07-14 13:05:38.190,0
L11018667,L11004785,L11034982,2,40,1,11,2019-07-14 13:10:39.100,0
L11018667,L11019751,L11034982,2,40,1,5,2019-07-14 10:04:21.207,0
L11018667,L11030180,L11034982,2,40,1,3,2019-07-14 10:49:53.183,0
L11018667,L11028695,L11034982,2,30,1,10,2019-07-14 16:27:28.970,0
L11018667,L11031747,L11034982,2,20,1,8,2019-07-14 16:31:03.960,0
L11018667,L70024662,L11034982,2,40,1,2,2019-07-14 15:33:24.037,0
L11018667,L11002545,L11034982,2,30,1,8,2019-07-14 13:20:20.170,0
L11018667,L11003880,L11034982,2,40,1,8,2019-07-14 11:10:01.247,0
L11018667,L11018669,L11034982,2,30,1,8,2019-07-14 13:54:26.063,0
L11018667,L11011227,L11034982,2,30,1,8,2019-07-14 13:55:05.060,0
L11018667,L11022946,L11034982,2,40,1,1,2019-07-14 11:29:41.170,0
L11018667,L11026913,L11034982,2,30,1,3,2019-07-14 15:39:02.007,0
L11018667,L11032590,L11034982,2,20,1,8,2019-07-14 16:24:03.973,0
L11018667,L11018321,L11034982,2,30,1,8,2019-07-14 13:07:09.307,0
L11018667,L11024037,L11034982,2,20,1,8,2019-07-14 14:05:40.140,0
L11018667,L11027757,L11034982,2,30,1,7,2019-07-14 12:43:21.120,0
L11018667,L11012917,L11034982,2,20,1,8,2019-07-14 14:01:41.100,0
L11018667,L11000707,L11034982,2,30,1,8,2019-07-14 11:37:21.163,0
L11018667,L11002383,L11034982,2,20,1,8,2019-07-14 13:41:55.153,0
L11018667,L11001512,L11034982,2,20,1,8,2019-07-14 13:43:09.163,0
L11018667,L11004106,L11034982,2,30,1,8,2019-07-14 11:36:37.163,0
L11018667,L11015142,L11034982,2,30,1,8,2019-07-14 09:53:05.287,0
L11018667,L11029597,L11034982,2,20,1,8,2019-07-14 11:40:42.340,0
L11018667,L70002052,L11034982,2,10,1,8,2019-07-14 14:07:50.057,0
L11018667,L11004412,L11034982,2,30,1,8,2019-07-16 22:51:22.590,0
L11018667,L11004286,L11034982,2,20,1,8,2019-07-14 14:08:51.060,0
L11018667,L11017452,L11034982,2,20,1,7,2019-07-14 15:23:29.097,0
L11018667,L11021212,L11034982,2,30,1,8,2019-07-14 14:02:23.053,0
L11018667,L11002361,L11034982,2,30,1,8,2019-07-14 13:17:47.160,0
L11018667,L11034833,L11034982,2,30,1,8,2019-07-14 11:38:14.147,0
L11018667,L11004784,L11034982,2,30,1,8,2019-07-14 13:13:26.237,0
L11018667,L11004134,L11034982,2,10,1,8,2019-07-14 11:42:07.247,0
L11018667,L11029257,L11034982,2,40,1,7,2019-07-14 10:53:24.273,0
L11018667,L11003101,L11034982,2,40,1,8,2019-07-14 11:11:16.250,0
L11018667,L11019713,L11034982,2,20,1,8,2019-07-14 12:06:40.147,0
L11018667,L11023447,L11034982,2,20,1,8,2019-07-14 12:44:24.100,0
L11018667,L11019122,L11034982,2,30,1,8,2019-07-14 12:51:02.127,0
L11018667,L11004912,L11034982,2,30,1,8,2019-07-14 12:55:14.180,0
L11018667,L11018979,L11034982,2,30,1,8,2019-07-14 12:57:31.107,0
L11018667,L11005005,L11034982,2,30,1,8,2019-07-14 12:58:41.223,0
L11018667,L11004826,L11034982,2,30,1,8,2019-07-14 12:59:59.177,0
L11018667,L11025430,L11034982,2,30,1,8,2019-07-14 13:03:15.100,0
L11018667,L11004886,L11034982,2,30,1,8,2019-07-14 13:04:09.097,0
L11018667,L11021064,L11034982,2,30,1,8,2019-07-14 13:15:37.083,0
L11018667,L11018663,L11034982,2,20,1,8,2019-07-14 13:47:07.147,0
L11018667,L11020431,L11034982,2,30,1,8,2019-07-14 13:50:37.070,0
L11018667,L11034892,L11034982,2,20,1,8,2019-07-14 13:52:20.077,0
L11018667,L11018790,L11034982,2,30,1,8,2019-07-14 13:52:56.077,0
L11018667,L11008203,L11034982,2,20,1,8,2019-07-14 13:53:43.070,0
L11018667,L11009748,L11034982,2,30,1,8,2019-07-14 13:55:49.060,0
L11018667,L11007813,L11034982,2,30,1,8,2019-07-14 13:56:36.060,0
L11018667,L11005368,L11034982,2,20,1,8,2019-07-14 13:57:16.057,0
L11018667,L11004281,L11034982,2,20,1,8,2019-07-14 13:57:57.057,0
L11018667,L11020866,L11034982,2,30,1,8,2019-07-14 13:58:57.067,0
L11018667,L11018984,L11034982,2,30,1,8,2019-07-14 14:00:17.087,0
L11018667,L11013530,L11034982,2,20,1,8,2019-07-14 14:01:06.073,0
L11018667,L11018977,L11034982,2,30,1,8,2019-07-14 14:02:59.127,0
L11018667,L11012997,L11034982,2,20,1,8,2019-07-14 14:03:35.067,0
L11018667,L11026488,L11034982,2,20,1,8,2019-07-14 14:04:59.130,0
L11018667,L11004278,L11034982,2,20,1,8,2019-07-14 14:06:25.130,0
L11018667,L11018318,L11034982,2,20,1,8,2019-07-14 15:04:01.037,0
L11018667,L11008316,L11034982,2,20,1,11,2019-07-14 15:06:56.030,0
L11018667,L11017305,L11034982,2,20,1,8,2019-07-16 08:08:06.203,0
L11018667,L11027437,L11034982,2,20,1,8,2019-07-16 14:18:49.997,0
L11004785,L11002250,L11034982,2,10,1,4,2019-07-24 19:33:03.460,0
L11004785,L11002397,L11034982,2,10,1,1,2019-07-24 19:12:43.050,0
L11004785,L11004784,L11034982,2,60,1,7,2019-07-24 14:51:48.650,0
L11004785,L11004886,L11034982,2,30,1,8,2019-07-23 16:57:50.143,0
L11004785,L11018165,L11034982,3,20,1,1,2019-07-24 15:08:10.173,0
L11004785,L11006187,L11034982,3,10,1,1,2019-07-24 19:18:39.023,0
L11004785,L11000048,L11034982,3,10,1,1,2019-07-24 19:35:24.470,0
L11004785,L11000011,L11034982,3,30,1,8,2019-07-24 19:28:59.457,0
L11004785,L11025375,L11034982,3,20,1,3,2019-07-24 19:09:18.473,0
L11004785,L11000861,L11034982,3,100,1,8,2019-07-23 16:51:22.120,0
L11004785,L11000103,L11034982,3,20,1,1,2019-07-24 19:15:11.047,0
L11004785,L11031351,L11034982,3,10,1,4,2019-07-24 19:24:12.993,0
L11019751,L11027745,L11034982,2,50,1,5,2019-07-11 14:30:26.160,0
L11019751,L11024263,L11034982,2,100,1,5,2019-07-11 14:56:42.183,0
L11019751,L70024662,L11034982,2,50,1,5,2019-07-11 14:22:53.233,0
L11019751,L11017452,L11034982,2,50,1,5,2019-07-11 14:27:03.290,0
L11019751,L11021212,L11034982,2,20,1,5,2019-07-11 14:32:26.160,0
L11019751,L11000072,L11034982,3,50,1,5,2019-07-11 14:45:53.153,0
L11019751,L11013764,L11034982,3,50,1,5,2019-07-11 14:24:56.150,0
L11019751,L11028650,L11034982,3,20,1,5,2019-07-11 14:34:45.250,0
L11019751,L11032101,L11034982,3,100,1,5,2019-07-11 14:52:16.220,0
L11028695,L11027745,L11034982,2,100,1,1,2019-07-11 21:50:50.963,0
L11028695,L11002397,L11034982,2,100,1,12,2019-07-11 22:20:42.850,0
L11028695,L11024263,L11034982,2,100,1,1,2019-07-11 21:59:12.943,0
L11028695,L11020161,L11034982,2,100,1,1,2019-07-11 22:14:07.930,0
L11028695,L11030180,L11034982,2,500,1,1,2019-07-11 21:50:10.943,0
L11028695,L11031747,L11034982,2,100,1,1,2019-07-11 22:08:18.863,0
L11028695,L11026913,L11034982,2,100,1,1,2019-07-11 21:56:42.890,0
L11028695,L11032590,L11034982,2,100,1,9,2019-07-11 22:09:50.883,0
L11028695,L11015412,L11034982,2,100,1,1,2019-07-11 22:04:39.870,0
L11028695,L11027894,L11034982,2,100,1,2,2019-07-26 08:40:25.657,0
L11028695,L11012993,L11034982,3,100,1,1,2019-07-11 21:55:19.887,0
L11028695,L11001855,L11034982,3,250,1,2,2019-07-23 13:47:40.377,0
L11028695,L11020097,L11034982,3,100,1,9,2019-07-21 17:21:21.657,0
L11028695,L11030405,L11034982,3,200,1,2,2019-07-21 17:23:41.690,0
L11028695,L70000698,L11034982,3,100,1,1,2019-07-11 21:52:40.873,0
L11028695,L11032885,L11034982,3,100,1,1,2019-07-11 21:53:44.877,0
L11028695,L11003851,L11034982,3,100,1,7,2019-07-11 22:03:01.887,0
L11028695,L11033050,L11034982,3,500,1,2,2019-07-11 22:24:45.860,0
L11028695,L11027652,L11034982,3,200,1,10,2019-07-21 17:16:04.673,0
L11028695,L11033434,L11034982,3,200,1,9,2019-07-21 17:18:01.140,0
L11031747,L11020161,L11034982,2,100,1,1,2019-07-13 18:27:01.900,0
L11031747,L11020097,L11034982,3,200,1,10,2019-07-12 08:54:16.567,0
L11031747,L11034075,L11034982,3,300,1,10,2019-07-12 08:39:06.460,0
L11031747,L70023008,L11034982,3,300,1,6,2019-07-12 08:42:02.550,0
L11002545,L11027745,L11034982,2,100,1,10,2019-07-11 20:58:31.977,0
L11002545,L11020161,L11034982,2,200,1,1,2019-07-16 16:15:50.930,0
L11002545,L11034833,L11034982,2,100,1,1,2019-07-16 16:13:49.937,0
L11002545,L11002642,L11034982,3,100,1,3,2019-07-16 16:12:31.943,0
L11026913,L11030180,L11034982,2,1000,1,1,2019-07-11 09:13:22.360,0
L11026913,L11028695,L11034982,2,500,1,2,2019-07-12 11:33:14.080,0
L11026913,L11032590,L11034982,2,500,1,2,2019-07-12 12:02:56.013,0
L11026913,L11015412,L11034982,2,100,1,1,2019-07-16 06:43:50.263,0
L11026913,L11012993,L11034982,3,500,1,1,2019-07-16 06:47:04.243,0
L11026913,L11001855,L11034982,3,500,1,2,2019-07-16 06:41:10.250,0
L11032590,L11030180,L11034982,2,300,1,7,2019-07-12 17:02:58.880,0
L11032590,L11012993,L11034982,3,200,1,2,2019-07-12 22:23:10.673,0
L11032590,L11001855,L11034982,3,300,1,9,2019-07-12 22:21:15.663,0
L11032590,L11027652,L11034982,3,300,1,3,2019-07-12 15:42:29.853,0
L11032590,L11033434,L11034982,3,500,1,9,2019-07-12 15:41:00.850,0
L11032590,L11031209,L11034982,3,300,1,1,2019-07-12 22:16:39.610,0
L11032590,L41000045,L11034982,3,300,1,1,2019-07-12 22:18:20.600,0
L11018321,L11018687,L11034982,2,50,1,9,2019-07-11 14:26:25.257,0
L11018321,L11035206,L11034982,2,10,1,1,2019-07-11 14:13:18.233,0
L11000707,L11027745,L11034982,2,50,1,12,2019-07-11 14:41:45.160,0
L11000707,L11002383,L11034982,2,100,1,12,2019-07-11 16:02:13.187,0
L11000707,L11001512,L11034982,2,500,1,12,2019-07-11 16:06:25.157,0
L11000707,L11004106,L11034982,2,200,1,12,2019-07-12 09:38:39.150,0
L11000707,L11029110,L11034982,3,1000,1,12,2019-07-11 14:18:14.203,0
L11000707,L11004897,L11034982,3,500,1,12,2019-07-11 14:16:13.227,0
L11002383,L11000277,L11034982,2,150,1,11,2019-07-18 14:11:40.127,0
L11002383,L11000707,L11034982,2,100,1,11,2019-07-11 15:59:56.103,0
L11002383,L11015142,L11034982,2,100,1,3,2019-07-18 14:12:55.127,0
L11001512,L11000277,L11034982,2,400,1,6,2019-07-19 11:20:44.120,0
L11001512,L11004374,L11034982,2,300,1,1,2019-07-19 12:03:55.923,0
L11001512,L11000707,L11034982,2,500,1,7,2019-07-11 16:12:17.167,0
L11001512,L11002383,L11034982,2,200,1,1,2019-07-23 11:38:25.050,0
L11001512,L11015142,L11034982,2,300,1,7,2019-07-19 11:13:13.117,0
L11004106,L11000236,L11034982,2,50,1,7,2019-07-28 20:11:29.193,0
L11004106,L11020432,L11034982,2,50,1,1,2019-07-28 20:06:47.203,0
L11004106,L11004374,L11034982,2,200,1,9,2019-07-12 11:00:35.057,0
L11004106,L11003880,L11034982,2,100,1,1,2019-07-21 10:31:12.917,0
L11004106,L11000707,L11034982,2,100,1,3,2019-07-12 11:17:15.103,0
